Greek Word,english_translation,parsing_abbreviation,strongs_number,chapter_ref,Row Ordinal
δικαίως,righteously,Adv,G1346,1 Corinthians 15,53148
ἁμαρτάνετε,sin,V-PMA-2P,G264,1 Corinthians 15,53149
ἀγνωσίαν,ignorance,N-AFS,G56,1 Corinthians 15,53150
ἔχουσιν,have,V-PIA-3P,G2192,1 Corinthians 15,53151
πρὸς,to,Prep,G4314,1 Corinthians 15,53152
ἐντροπὴν,the shame,N-AFS,G1791,1 Corinthians 15,53153
λαλῶ,I speak,V-PIA-1S,G2980,1 Corinthians 15,53154
Ἀλλὰ,But,Conj,G235,1 Corinthians 15,53155
ἐρεῖ,will say,V-FIA-3S,G2046,1 Corinthians 15,53156
τις,someone,IPro-NMS,G5100,1 Corinthians 15,53157
Πῶς,How,Adv,G4459,1 Corinthians 15,53158
νεκροί,dead,Adj-NMP,G3498,1 Corinthians 15,53159
ποίῳ,With what,IPro-DNS,G4169,1 Corinthians 15,53160
σώματι,body,N-DNS,G4983,1 Corinthians 15,53161
ἔρχονται,do they come,V-PIM/P-3P,G2064,1 Corinthians 15,53162
ἄφρων,Fool,Adj-VMS,G878,1 Corinthians 15,53163
σὺ,you,PPro-N2S,G4771,1 Corinthians 15,53164
σπείρεις,you sow,V-PIA-2S,G4687,1 Corinthians 15,53165
ζωοποιεῖται,does come to life,V-PIM/P-3S,G2227,1 Corinthians 15,53166
ἐὰν,if,Conj,G1437,1 Corinthians 15,53167
ἀποθάνῃ,it dies,V-ASA-3S,G599,1 Corinthians 15,53168
σῶμα,body,N-ANS,G4983,1 Corinthians 15,53169
γενησόμενον,will be,V-FPM-ANS,G1096,1 Corinthians 15,53170
γυμνὸν,a bare,Adj-AMS,G1131,1 Corinthians 15,53171
κόκκον,grain,N-AMS,G2848,1 Corinthians 15,53172
τύχοι,it may be,V-AOA-3S,G5177,1 Corinthians 15,53173
σίτου,of wheat,N-GMS,G4621,1 Corinthians 15,53174
ἤ,or,Conj,G2228,1 Corinthians 15,53175
τινος,of some,IPro-GNS,G5100,1 Corinthians 15,53176
τῶν,of the,Art-GNP,G3588,1 Corinthians 15,53177
λοιπῶν,rest,Adj-GNP,G3062,1 Corinthians 15,53178
δίδωσιν,gives,V-PIA-3S,G1325,1 Corinthians 15,53179
καθὼς,as,Adv,G2531,1 Corinthians 15,53180
ἠθέλησεν,He has willed,V-AIA-3S,G2309,1 Corinthians 15,53181
ἑκάστῳ,to each,Adj-DMS,G1538,1 Corinthians 15,53182
σπερμάτων,seeds,N-GNP,G4690,1 Corinthians 15,53183
ἴδιον,its own,Adj-ANS,G2398,1 Corinthians 15,53184
Οὐ,Not,Adv,G3756,1 Corinthians 15,53185
πᾶσα,all,Adj-NFS,G3956,1 Corinthians 15,53186
σὰρξ,flesh is,N-NFS,G4561,1 Corinthians 15,53187
αὐτὴ,same,PPro-NF3S,G846,1 Corinthians 15,53188
σάρξ,flesh,N-NFS,G4561,1 Corinthians 15,53189
ἄλλη,one,Adj-NFS,G243,1 Corinthians 15,53190
μὲν,indeed,Conj,G3303,1 Corinthians 15,53191
κτηνῶν,of beasts,N-GNP,G2934,1 Corinthians 15,53192
πτηνῶν,of birds,Adj-GNP,G4421,1 Corinthians 15,53193
ἰχθύων,of fish,N-GMP,G2486,1 Corinthians 15,53194
σώματα,bodies there are,N-NNP,G4983,1 Corinthians 15,53195
ἐπουράνια,heavenly,Adj-NNP,G2032,1 Corinthians 15,53196
ἐπίγεια,earthly,Adj-NNP,G1919,1 Corinthians 15,53197
ἑτέρα,one,Adj-NFS,G2087,1 Corinthians 15,53198
ἐπουρανίων,heavenly,Adj-GNP,G2032,1 Corinthians 15,53199
δόξα,glory,N-NFS,G1391,1 Corinthians 15,53200
ἐπιγείων,earthly,Adj-GNP,G1919,1 Corinthians 15,53201
ἡλίου,of the sun,N-GMS,G2246,1 Corinthians 15,53202
σελήνης,of the moon,N-GFS,G4582,1 Corinthians 15,53203
ἀστέρων,of the stars,N-GMP,G792,1 Corinthians 15,53204
ἀστὴρ,star,N-NMS,G792,1 Corinthians 15,53205
ἀστέρος,from star,N-GMS,G792,1 Corinthians 15,53206
διαφέρει,differs,V-PIA-3S,G1308,1 Corinthians 15,53207
δόξῃ,glory,N-DFS,G1391,1 Corinthians 15,53208
Οὕτως,So,Adv,G3779,1 Corinthians 15,53209
σπείρεται,It is sown,V-PIM/P-3S,G4687,1 Corinthians 15,53210
φθορᾷ,decay,N-DFS,G5356,1 Corinthians 15,53211
ἐγείρεται,it is raised,V-PIM/P-3S,G1453,1 Corinthians 15,53212
ἀφθαρσίᾳ,immortality,N-DFS,G861,1 Corinthians 15,53213
ἀτιμίᾳ,dishonor,N-DFS,G819,1 Corinthians 15,53214
ἀσθενείᾳ,weakness,N-DFS,G769,1 Corinthians 15,53215
δυνάμει,power,N-DFS,G1411,1 Corinthians 15,53216
σῶμα,a body,N-NNS,G4983,1 Corinthians 15,53217
ψυχικόν,natural,Adj-NNS,G5591,1 Corinthians 15,53218
πνευματικόν,spiritual,Adj-NNS,G4152,1 Corinthians 15,53219
γέγραπται,it has been written,V-RIM/P-3S,G1125,1 Corinthians 15,53220
Ἐγένετο,Became,V-AIM-3S,G1096,1 Corinthians 15,53221
πρῶτος,first,Adj-NMS,G4413,1 Corinthians 15,53222
ἄνθρωπος,man,N-NMS,G444,1 Corinthians 15,53223
Ἀδὰμ,Adam,N-NMS,G76,1 Corinthians 15,53224
ψυχὴν,a soul,N-AFS,G5590,1 Corinthians 15,53225
ζῶσαν,living,V-PPA-AFS,G2198,1 Corinthians 15,53226
πνεῦμα,a spirit,N-ANS,G4151,1 Corinthians 15,53227
ζωοποιοῦν,life-giving,V-PPA-ANS,G2227,1 Corinthians 15,53228
Ἀλλ,However,Conj,G235,1 Corinthians 15,53229
πρῶτον,first was,Adv-S,G4412,1 Corinthians 15,53230
πνευματικὸν,spiritual,Adj-NNS,G4152,1 Corinthians 15,53231
γῆς,the earth,N-GFS,G1093,1 Corinthians 15,53232
χοϊκός,made of dust,Adj-NMS,G5517,1 Corinthians 15,53233
δεύτερος,second,Adj-NMS,G1208,1 Corinthians 15,53234
οὐρανοῦ,heaven,N-GMS,G3772,1 Corinthians 15,53235
οἷος,As,RelPro-NMS,G3634,1 Corinthians 15,53236
τοιοῦτοι,so,DPro-NMP,G5108,1 Corinthians 15,53237
χοϊκοί,of the earth,Adj-NMP,G5517,1 Corinthians 15,53238
ἐπουράνιος,heavenly one,Adj-NMS,G2032,1 Corinthians 15,53239
ἐπουράνιοι,of heaven,Adj-NMP,G2032,1 Corinthians 15,53240
