Greek Word,english_translation,parsing_abbreviation,strongs_number,chapter_ref,Row Ordinal
δεδιωγμένοι,having been persecuted,V-RPM/P-NMP,G1377,Matthew 5,432
ἕνεκεν,on account of,Prep,G1752,Matthew 5,433
ὅταν,when,Conj,G3752,Matthew 5,434
ὀνειδίσωσιν,they shall insult,V-ASA-3P,G3679,Matthew 5,435
πονηρὸν,evil,Adj-ANS,G4190,Matthew 5,436
ψευδόμενοι,lying,V-PPM/P-NMP,G5574,Matthew 5,437
ἀγαλλιᾶσθε,exult,V-PMM/P-2P,G21,Matthew 5,438
μισθὸς,reward,N-NMS,G3408,Matthew 5,439
πρὸ,before,Prep,G4253,Matthew 5,440
ἅλας,salt,N-NNS,G217,Matthew 5,441
μωρανθῇ,becomes tasteless,V-ASP-3S,G3471,Matthew 5,442
ἁλισθήσεται,will it be salted,V-FIP-3S,G233,Matthew 5,443
οὐδὲν,nothing,Adj-ANS,G3762,Matthew 5,444
ἰσχύει,it is potent,V-PIA-3S,G2480,Matthew 5,445
ἔτι,any longer,Adv,G2089,Matthew 5,446
ἔξω,out,Adv,G1854,Matthew 5,447
καταπατεῖσθαι,to be trampled upon,V-PNM/P,G2662,Matthew 5,448
κρυβῆναι,to be hidden,V-ANP,G2928,Matthew 5,449
οὐδὲ,Nor,Conj,G3761,Matthew 5,450
καίουσιν,do they light,V-PIA-3P,G2545,Matthew 5,451
λύχνον,a lamp,N-AMS,G3088,Matthew 5,452
τιθέασιν,put,V-PIA-3P,G5087,Matthew 5,453
μόδιον,a basket,N-AMS,G3426,Matthew 5,454
λυχνίαν,lampstand,N-AFS,G3087,Matthew 5,455
λάμπει,it shines,V-PIA-3S,G2989,Matthew 5,456
ἔμπροσθεν,before,Prep,G1715,Matthew 5,457
ἔργα,works,N-ANP,G2041,Matthew 5,458
δοξάσωσιν,they should glorify,V-ASA-3P,G1392,Matthew 5,459
νομίσητε,think,V-ASA-2P,G3543,Matthew 5,460
καταλῦσαι,to abolish,V-ANA,G2647,Matthew 5,461
νόμον,law,N-AMS,G3551,Matthew 5,462
ἀμὴν,Truly,Heb,G281,Matthew 5,463
παρέλθῃ,shall pass away,V-ASA-3S,G3928,Matthew 5,464
ἰῶτα,iota,N-NNS,G2503,Matthew 5,465
ἓν,one,Adj-NNS,G1520,Matthew 5,466
κεραία,stroke of a letter,N-NFS,G2762,Matthew 5,467
λύσῃ,shall break,V-ASA-3S,G3089,Matthew 5,468
ἐντολῶν,commandments,N-GFP,G1785,Matthew 5,469
περισσεύσῃ,shall abound,V-ASA-3S,G4052,Matthew 5,470
πλεῖον,above that,Adj-ANS-C,G4119,Matthew 5,471
ἀρχαίοις,ancients,Adj-DMP,G744,Matthew 5,472
φονεύσεις,you shall murder,V-FIA-2S,G5407,Matthew 5,473
ἔνοχος,liable,Adj-NMS,G1777,Matthew 5,474
κρίσει,judgment,N-DFS,G2920,Matthew 5,475
ὀργιζόμενος,being angry with,V-PPM/P-NMS,G3710,Matthew 5,476
Ῥακά,Raca,N-VMS,G4469,Matthew 5,477
συνεδρίῳ,Sanhedrin,N-DNS,G4892,Matthew 5,478
Μωρέ,Fool,Adj-VMS,G3474,Matthew 5,479
γέενναν,hell,N-AFS,G1067,Matthew 5,480
θυσιαστήριον,altar,N-ANS,G2379,Matthew 5,481
κἀκεῖ,and there,Conj,G2546,Matthew 5,482
μνησθῇς,shall remember,V-ASP-2S,G3403,Matthew 5,483
τι,something,IPro-ANS,G5100,Matthew 5,484
πρῶτον,first,Adv-S,G4412,Matthew 5,485
διαλλάγηθι,be reconciled,V-AMP-2S,G1259,Matthew 5,486
εὐνοῶν,agreeing,V-PPA-NMS,G2132,Matthew 5,487
ἀντιδίκῳ,accuser,N-DMS,G476,Matthew 5,488
ταχὺ,quickly,Adv,G5035,Matthew 5,489
ὅτου,which,RelPro-GMS,G3755,Matthew 5,490
κριτῇ,judge,N-DMS,G2923,Matthew 5,491
ὑπηρέτῃ,officer,N-DMS,G5257,Matthew 5,492
φυλακὴν,prison,N-AFS,G5438,Matthew 5,493
ἀποδῷς,you should pay,V-ASA-2S,G591,Matthew 5,494
ἔσχατον,last,Adj-AMS,G2078,Matthew 5,495
κοδράντην,kodranten,N-AMS,G2835,Matthew 5,496
μοιχεύσεις,shall you commit adultery,V-FIA-2S,G3431,Matthew 5,497
βλέπων,looking upon,V-PPA-NMS,G991,Matthew 5,498
ἐπιθυμῆσαι,to lust after,V-ANA,G1937,Matthew 5,499
ὀφθαλμός,eye,N-NMS,G3788,Matthew 5,500
δεξιὸς,right,Adj-NMS,G1188,Matthew 5,501
σκανδαλίζει,causes to stumble,V-PIA-3S,G4624,Matthew 5,502
ἔξελε,pluck out,V-AMA-2S,G1807,Matthew 5,503
συμφέρει,it is better,V-PIA-3S,G4851,Matthew 5,504
μελῶν,members,N-GNP,G3196,Matthew 5,505
σῶμά,body,N-NNS,G4983,Matthew 5,506
ἀποστάσιον,a letter of divorce,N-ANS,G647,Matthew 5,507
παρεκτὸς,except,Prep,G3924,Matthew 5,508
λόγου,on account,N-GMS,G3056,Matthew 5,509
πορνείας,of sexual immorality,N-GFS,G4202,Matthew 5,510
γαμήσῃ,shall marry,V-ASA-3S,G1060,Matthew 5,511
μοιχᾶται,commits adultery,V-PIM/P-3S,G3429,Matthew 5,512
ἐπιορκήσεις,shall you swear falsely,V-FIA-2S,G1964,Matthew 5,513
ὅρκους,oaths,N-AMP,G3727,Matthew 5,514
ὀμόσαι,to swear,V-ANA,G3660,Matthew 5,515
ὅλως,at all,Adv,G3654,Matthew 5,516
μήτε,neither,Conj,G3383,Matthew 5,517
θρόνος,the throne,N-NMS,G2362,Matthew 5,518
ὑποπόδιόν,the footstool,N-NNS,G5286,Matthew 5,519
κεφαλῇ,head,N-DFS,G2776,Matthew 5,520
λευκὴν,white,Adj-AFS,G3022,Matthew 5,521
μέλαιναν,black,Adj-AFS,G3189,Matthew 5,522
Ναὶ,Yes,Prtcl,G3483,Matthew 5,523
περισσὸν,more than,Adj-NNS,G4053,Matthew 5,524
ὀδόντα,tooth,N-AMS,G3599,Matthew 5,525
ἀντιστῆναι,to resist,V-ANA,G436,Matthew 5,526
ῥαπίζει,shall strike,V-PIA-3S,G4474,Matthew 5,527
σιαγόνα,cheek,N-AFS,G4600,Matthew 5,528
στρέψον,turn,V-AMA-2S,G4762,Matthew 5,529
κριθῆναι,to sue,V-ANP,G2919,Matthew 5,530
χιτῶνά,tunic,N-AMS,G5509,Matthew 5,531
λαβεῖν,to take,V-ANA,G2983,Matthew 5,532
ἱμάτιον,cloak,N-ANS,G2440,Matthew 5,533
ἀγγαρεύσει,shall compel to go,V-FIA-3S,G29,Matthew 5,534
μίλιον,mile,N-ANS,G3400,Matthew 5,535
αἰτοῦντί,asking of,V-PPA-DMS,G154,Matthew 5,536
δανίσασθαι,to borrow,V-ANM,G1155,Matthew 5,537
ἀποστραφῇς,you shall turn away from,V-ASP-2S,G654,Matthew 5,538
Ἀγαπήσεις,You shall love,V-FIA-2S,G25,Matthew 5,539
πλησίον,neighbor,Adv,G4139,Matthew 5,540
μισήσεις,shall hate,V-FIA-2S,G3404,Matthew 5,541
ἐχθρόν,enemy,Adj-AMS,G2190,Matthew 5,542
προσεύχεσθε,pray,V-PMM/P-2P,G4336,Matthew 5,543
ὑπὲρ,for,Prep,G5228,Matthew 5,544
εὐλογεῖτε,bless,V-PMA-2P,G2127,Matthew 5,545
καταρωμένους,cursing,V-PPM-AMP,G2672,Matthew 5,546
καλῶς,good,Adv,G2573,Matthew 5,547
ἐπηρεαζόντων,persecuting,V-PPA-GMP,G1908,Matthew 5,548
ἥλιον,sun,N-AMS,G2246,Matthew 5,549
ἀγαθοὺς,good,Adj-AMP,G18,Matthew 5,550
βρέχει,He sends rain,V-PIA-3S,G1026,Matthew 5,551
ἀδίκους,unrighteous,Adj-AMP,G94,Matthew 5,552
οὐχὶ,Do not,IntPrtcl,G3780,Matthew 5,553
τελῶναι,tax collectors,N-NMP,G5057,Matthew 5,554
ἀσπάσησθε,you greet,V-ASM-2P,G782,Matthew 5,555
μόνον,only,Adv,G3440,Matthew 5,556
ἐθνικοὶ,Gentiles,Adj-NMP,G1482,Matthew 5,557
τέλειοι,perfect,Adj-NMP,G5046,Matthew 5,558
οὐράνιος,Heavenly,Adj-NMS,G3770,Matthew 5,559
Προσέχετε,Beware,V-PMA-2P,G4337,Matthew 6,560
θεαθῆναι,to be seen,V-ANP,G2300,Matthew 6,561
μή,otherwise,Prtcl,G1490,Matthew 6,562
ἐλεημοσύνην,acts of charity,N-AFS,G1654,Matthew 6,563
σαλπίσῃς,do sound a trumpet,V-ASA-2S,G4537,Matthew 6,564
ὥσπερ,as,Adv,G5618,Matthew 6,565
ὑποκριταὶ,hypocrites,N-NMP,G5273,Matthew 6,566
ῥύμαις,streets,N-DFP,G4505,Matthew 6,567
ἀπέχουσιν,they have,V-PIA-3P,G568,Matthew 6,568
ἀριστερά,left hand,Adj-NFS,G710,Matthew 6,569
κρυπτῷ,secret,Adj-DNS,G2927,Matthew 6,570
φιλοῦσιν,they love,V-PIA-3P,G5368,Matthew 6,571
γωνίαις,corners,N-DFP,G1137,Matthew 6,572
πλατειῶν,streets,N-GFP,G4113,Matthew 6,573
ταμεῖόν,room,N-ANS,G5009,Matthew 6,574
κλείσας,having shut,V-APA-NMS,G2808,Matthew 6,575
θύραν,door,N-AFS,G2374,Matthew 6,576
βατταλογήσητε,do use vain repetitions,V-ASA-2P,G945,Matthew 6,577
πολυλογίᾳ,many words,N-DFS,G4180,Matthew 6,578
εἰσακουσθήσονται,they will be heard,V-FIP-3P,G1522,Matthew 6,579
ὁμοιωθῆτε,be like,V-ASP-2P,G3666,Matthew 6,580
οἶδεν,knows,V-RIA-3S,G1492,Matthew 6,581
Ἁγιασθήτω,hallowed be,V-AMP-3S,G37,Matthew 6,582
θέλημά,will,N-NNS,G2307,Matthew 6,583
ἐπιούσιον,daily,Adj-AMS,G1967,Matthew 6,584
σήμερον,today,Adv,G4594,Matthew 6,585
ὀφειλήματα,debts,N-ANP,G3783,Matthew 6,586
ὀφειλέταις,debtors,N-DMP,G3781,Matthew 6,587
εἰσενέγκῃς,lead,V-ASA-2S,G1533,Matthew 6,588
πειρασμόν,temptation,N-AMS,G3986,Matthew 6,589
ῥῦσαι,deliver,V-AMM-2S,G4506,Matthew 6,590
δύναμις,power,N-NFS,G1411,Matthew 6,591
αἰῶνας,ages,N-AMP,G165,Matthew 6,592
παραπτώματα,trespasses,N-ANP,G3900,Matthew 6,593
σκυθρωποί,gloomy,Adj-NMP,G4659,Matthew 6,594
ἀφανίζουσιν,they disfigure,V-PIA-3P,G853,Matthew 6,595
πρόσωπα,appearance,N-ANP,G4383,Matthew 6,596
ἄλειψαί,anoint,V-AMM-2S,G218,Matthew 6,597
νίψαι,wash,V-AMM-2S,G3538,Matthew 6,598
θησαυρίζετε,store up,V-PMA-2P,G2343,Matthew 6,599
ὅπου,where,Adv,G3699,Matthew 6,600
σὴς,moth,N-NMS,G4597,Matthew 6,601
βρῶσις,rust,N-NFS,G1035,Matthew 6,602
κλέπται,thieves,N-NMP,G2812,Matthew 6,603
διορύσσουσιν,break in,V-PIA-3P,G1358,Matthew 6,604
κλέπτουσιν,steal,V-PIA-3P,G2813,Matthew 6,605
οὔτε,neither,Conj,G3777,Matthew 6,606
ἁπλοῦς,clear,Adj-NMS,G573,Matthew 6,607
φωτεινὸν,full of light,Adj-NNS,G5460,Matthew 6,608
σκοτεινὸν,full of darkness,Adj-NNS,G4652,Matthew 6,609
σκότος,darkness,N-NNS,G4655,Matthew 6,610
πόσον,how great,IPro-NNS,G4214,Matthew 6,611
δουλεύειν,to serve,V-PNA,G1398,Matthew 6,612
ἕτερον,other,Adj-AMS,G2087,Matthew 6,613
ἀνθέξεται,he will be devoted to,V-FIM-3S,G472,Matthew 6,614
καταφρονήσει,he will despise,V-FIA-3S,G2706,Matthew 6,615
μαμωνᾷ,money,N-DMS,G3126,Matthew 6,616
μεριμνᾶτε,be anxious about,V-PMA-2P,G3309,Matthew 6,617
φάγητε,you should eat,V-ASA-2P,G5315,Matthew 6,618
πίητε,you should drink,V-ASA-2P,G4095,Matthew 6,619
μηδὲ,nor,Conj,G3366,Matthew 6,620
ἐνδύσησθε,you should put on,V-ASM-2P,G1746,Matthew 6,621
ἐμβλέψατε,Look,V-AMA-2P,G1689,Matthew 6,622
πετεινὰ,birds,N-ANP,G4071,Matthew 6,623
σπείρουσιν,they sow,V-PIA-3P,G4687,Matthew 6,624
θερίζουσιν,do they reap,V-PIA-3P,G2325,Matthew 6,625
τρέφει,feeds,V-PIA-3S,G5142,Matthew 6,626
μᾶλλον,much,Adv,G3123,Matthew 6,627
διαφέρετε,are more valuable,V-PIA-2P,G1308,Matthew 6,628
προσθεῖναι,to add,V-ANA,G4369,Matthew 6,629
ἡλικίαν,lifespan,N-AFS,G2244,Matthew 6,630
πῆχυν,hour,N-AMS,G4083,Matthew 6,631
καταμάθετε,Observe,V-AMA-2P,G2648,Matthew 6,632
κρίνα,lilies,N-ANP,G2918,Matthew 6,633
ἀγροῦ,field,N-GMS,G68,Matthew 6,634
πῶς,how,Adv,G4459,Matthew 6,635
αὐξάνουσιν,they grow,V-PIA-3P,G837,Matthew 6,636
κοπιῶσιν,labor,V-PIA-3P,G2872,Matthew 6,637
νήθουσιν,do they spin,V-PIA-3P,G3514,Matthew 6,638
περιεβάλετο,was adorned,V-AIM-3S,G4016,Matthew 6,639
χόρτον,grass,N-AMS,G5528,Matthew 6,640
αὔριον,tomorrow,Adv,G839,Matthew 6,641
κλίβανον,the furnace,N-AMS,G2823,Matthew 6,642
ἀμφιέννυσιν,clothes,V-PIA-3S,G294,Matthew 6,643
ὀλιγόπιστοι,O you of little faith,Adj-VMP,G3640,Matthew 6,644
ἐπιζητοῦσιν,seek after,V-PIA-3P,G1934,Matthew 6,645
χρῄζετε,you have need,V-PIA-2P,G5535,Matthew 6,646
ἁπάντων,all,Adj-GNP,G537,Matthew 6,647
ἀρκετὸν,Sufficient,Adj-NNS,G713,Matthew 6,648
κακία,trouble,N-NFS,G2549,Matthew 6,649
κρίματι,verdict,N-DNS,G2917,Matthew 7,650
μέτρῳ,measure,N-DNS,G3358,Matthew 7,651
μετρεῖτε,you measure,V-PIA-2P,G3354,Matthew 7,652
κάρφος,splinter,N-ANS,G2595,Matthew 7,653
σῷ,your own,PPro-DM2S,G4674,Matthew 7,654
δοκὸν,beam,N-AFS,G1385,Matthew 7,655
κατανοεῖς,notice,V-PIA-2S,G2657,Matthew 7,656
ἐκβάλω,I might cast out,V-ASA-1S,G1544,Matthew 7,657
διαβλέψεις,you will see clearly,V-FIA-2S,G1227,Matthew 7,658
κυσίν,dogs,N-DMP,G2965,Matthew 7,659
μαργαρίτας,pearls,N-AMP,G3135,Matthew 7,660
χοίρων,pigs,N-GMP,G5519,Matthew 7,661
ῥήξωσιν,they tear to pieces,V-ASA-3P,G4486,Matthew 7,662
κρούετε,knock,V-PMA-2P,G2925,Matthew 7,663
ἐπιδώσει,will he give,V-FIA-3S,G1929,Matthew 7,664
ἰχθὺν,a fish,N-AMS,G2486,Matthew 7,665
ὄφιν,a serpent,N-AMS,G3789,Matthew 7,666
δόματα,gifts,N-ANP,G1390,Matthew 7,667
ὅσα,as many as,RelPro-ANP,G3745,Matthew 7,668
στενῆς,narrow,Adj-GFS,G4728,Matthew 7,669
πύλης,gate,N-GFS,G4439,Matthew 7,670
πλατεῖα,wide is,Adj-NFS,G4116,Matthew 7,671
εὐρύχωρος,broad,Adj-NFS,G2149,Matthew 7,672
ἀπάγουσα,leading,V-PPA-NFS,G520,Matthew 7,673
ἀπώλειαν,destruction,N-AFS,G684,Matthew 7,674
τεθλιμμένη,compressed,V-RPM/P-NFS,G2346,Matthew 7,675
ζωήν,life,N-AFS,G2222,Matthew 7,676
ὀλίγοι,few,Adj-NMP,G3641,Matthew 7,677
ψευδοπροφητῶν,false prophets,N-GMP,G5578,Matthew 7,678
προβάτων,of sheep,N-GNP,G4263,Matthew 7,679
ἔσωθεν,inwardly,Adv,G2081,Matthew 7,680
λύκοι,wolves,N-NMP,G3074,Matthew 7,681
ἅρπαγες,ravenous,Adj-NMP,G727,Matthew 7,682
ἐπιγνώσεσθε,you will know,V-FIM-2P,G1921,Matthew 7,683
μήτι,Not,IntPrtcl,G3385,Matthew 7,684
συλλέγουσιν,do they gather,V-PIA-3P,G4816,Matthew 7,685
ἀκανθῶν,thorns,N-GFP,G173,Matthew 7,686
σταφυλὰς,grapes,N-AFP,G4718,Matthew 7,687
τριβόλων,thistles,N-GMP,G5146,Matthew 7,688
σῦκα,figs,N-ANP,G4810,Matthew 7,689
σαπρὸν,the bad,Adj-NNS,G4550,Matthew 7,690
ἄρα,Then surely,Prtcl,G686,Matthew 7,691
ἐπροφητεύσαμεν,did we prophesy,V-AIA-1P,G4395,Matthew 7,692
δαιμόνια,demons,N-ANP,G1140,Matthew 7,693
ὁμολογήσω,I will declare,V-FIA-1S,G3670,Matthew 7,694
Οὐδέποτε,Never,Adv,G3763,Matthew 7,695
ἀποχωρεῖτε,depart you,V-PMA-2P,G672,Matthew 7,696
ἐργαζόμενοι,working,V-PPM/P-VMP,G2038,Matthew 7,697
ἀνομίαν,lawlessness,N-AFS,G458,Matthew 7,698
φρονίμῳ,wise,Adj-DMS,G5429,Matthew 7,699
ᾠκοδόμησεν,built,V-AIA-3S,G3618,Matthew 7,700
πέτραν,rock,N-AFS,G4073,Matthew 7,701
βροχὴ,rain,N-NFS,G1028,Matthew 7,702
ἔπνευσαν,blew,V-AIA-3P,G4154,Matthew 7,703
ἄνεμοι,winds,N-NMP,G417,Matthew 7,704
προσέπεσαν,beat,V-AIA-3P,G4363,Matthew 7,705
τεθεμελίωτο,it had been founded,V-LIM/P-3S,G2311,Matthew 7,706
ἄμμον,sand,N-AFS,G285,Matthew 7,707
πτῶσις,fall,N-NFS,G4431,Matthew 7,708
ὅτε,when,Adv,G3753,Matthew 7,709
ἐτέλεσεν,had finished,V-AIA-3S,G5055,Matthew 7,710
ἐξεπλήσσοντο,were astonished,V-IIM/P-3P,G1605,Matthew 7,711
διδαχῇ,teaching,N-DFS,G1322,Matthew 7,712
ἐξουσίαν,authority,N-AFS,G1849,Matthew 7,713
λεπρὸς,a leper,Adj-NMS,G3015,Matthew 8,714
καθαρίσαι,to cleanse,V-ANA,G2511,Matthew 8,715
ἐκτείνας,having stretched out,V-APA-NMS,G1614,Matthew 8,716
ἥψατο,He touched,V-AIM-3S,G680,Matthew 8,717
λέπρα,leprosy,N-NFS,G3014,Matthew 8,718
μηδενὶ,no one,Adj-DMS,G3367,Matthew 8,719
ἱερεῖ,priest,N-DMS,G2409,Matthew 8,720
Μωϋσῆς,Moses,N-NMS,G3475,Matthew 8,721
μαρτύριον,a testimony,N-ANS,G3142,Matthew 8,722
ἑκατόνταρχος,a centurion,N-NMS,G1543,Matthew 8,723
δεινῶς,grievously,Adv,G1171,Matthew 8,724
βασανιζόμενος,tormented,V-PPM/P-NMS,G928,Matthew 8,725
στέγην,roof,N-AFS,G4721,Matthew 8,726
ἰαθήσεται,will be healed,V-FIP-3S,G2390,Matthew 8,727
τασσόμενος,I appoint,V-PPM/P-NMS,G5021,Matthew 8,728
ἐμαυτὸν,me,PPro-AM1S,G1683,Matthew 8,729
στρατιώτας,soldiers,N-AMP,G4757,Matthew 8,730
δούλῳ,the servant,N-DMS,G1401,Matthew 8,731
ἐθαύμασεν,marveled,V-AIA-3S,G2296,Matthew 8,732
τοσαύτην,so great,DPro-AFS,G5118,Matthew 8,733
πίστιν,faith,N-AFS,G4102,Matthew 8,734
δυσμῶν,west,N-GFP,G1424,Matthew 8,735
ἥξουσιν,will come,V-FIA-3P,G2240,Matthew 8,736
ἀνακλιθήσονται,will recline,V-FIP-3P,G347,Matthew 8,737
ἐξώτερον,outer,Adj-ANS-C,G1857,Matthew 8,738
βρυγμὸς,gnashing,N-NMS,G1030,Matthew 8,739
ἐπίστευσας,you have believed,V-AIA-2S,G4100,Matthew 8,740
ὥρᾳ,hour,N-DFS,G5610,Matthew 8,741
πενθερὰν,mother-in-law,N-AFS,G3994,Matthew 8,742
πυρέσσουσαν,fevering,V-PPA-AFS,G4445,Matthew 8,743
πυρετός,fever,N-NMS,G4446,Matthew 8,744
Ὀψίας,Evening,Adj-GFS,G3798,Matthew 8,745
ἀσθενείας,infirmities,N-AFP,G769,Matthew 8,746
ἐκέλευσεν,He commanded,V-AIA-3S,G2753,Matthew 8,747
Διδάσκαλε,Teacher,N-VMS,G1320,Matthew 8,748
ἀλώπεκες,Foxes,N-NFP,G258,Matthew 8,749
φωλεοὺς,holes,N-AMP,G5454,Matthew 8,750
κατασκηνώσεις,nests,N-AFP,G2682,Matthew 8,751
κλίνῃ,He might lay,V-PSA-3S,G2827,Matthew 8,752
ἐπίτρεψόν,allow,V-AMA-2S,G2010,Matthew 8,753
θάψαι,to bury,V-ANA,G2290,Matthew 8,754
νεκροὺς,dead,Adj-AMP,G3498,Matthew 8,755
ἐμβάντι,having entered,V-APA-DMS,G1684,Matthew 8,756
σεισμὸς,a storm,N-NMS,G4578,Matthew 8,757
ὥστε,so that,Conj,G5620,Matthew 8,758
καλύπτεσθαι,was being swamped,V-PNM/P,G2572,Matthew 8,759
κυμάτων,waves,N-GNP,G2949,Matthew 8,760
ἐκάθευδεν,was sleeping,V-IIA-3S,G2518,Matthew 8,761
δειλοί,fearful,Adj-NMP,G1169,Matthew 8,762
ἐπετίμησεν,He rebuked,V-AIA-3S,G2008,Matthew 8,763
γαλήνη,a calm,N-NFS,G1055,Matthew 8,764
Ποταπός,What kind of man,IPro-NMS,G4217,Matthew 8,765
ὑπακούουσιν,obey,V-PIA-3P,G5219,Matthew 8,766
Γαδαρηνῶν,Gadarenes,Adj-GMP,G1046,Matthew 8,767
ὑπήντησαν,met,V-AIA-3P,G5221,Matthew 8,768
μνημείων,tombs,N-GNP,G3419,Matthew 8,769
χαλεποὶ,violent,Adj-NMP,G5467,Matthew 8,770
ἔκραξαν,they cried out,V-AIA-3P,G2896,Matthew 8,771
ὧδε,here,Adv,G5602,Matthew 8,772
καιροῦ,time,N-GMS,G2540,Matthew 8,773
μακρὰν,far off,Adj-AFS,G3112,Matthew 8,774
ἀγέλη,a herd,N-NFS,G34,Matthew 8,775
βοσκομένη,feeding,V-PPM/P-NFS,G1006,Matthew 8,776
δαίμονες,the demons,N-NMP,G1142,Matthew 8,777
ὥρμησεν,rushed,V-AIA-3S,G3729,Matthew 8,778
κρημνοῦ,steep bank,N-GMS,G2911,Matthew 8,779
ἀπέθανον,perished,V-AIA-3P,G599,Matthew 8,780
ὑπάντησιν,meet,N-AFS,G5222,Matthew 8,781
μεταβῇ,He would depart,V-ASA-3S,G3327,Matthew 8,782
διεπέρασεν,He passed over,V-AIA-3S,G1276,Matthew 9,783
ἰδίαν,own,Adj-AFS,G2398,Matthew 9,784
κλίνης,a bed,N-GFS,G2825,Matthew 9,785
Θάρσει,Take courage,V-PMA-2S,G2293,Matthew 9,786
βλασφημεῖ,blasphemes,V-PIA-3S,G987,Matthew 9,787
ἐνθυμήσεις,thoughts,N-AFP,G1761,Matthew 9,788
εὐκοπώτερον,easier,Adj-NNS-C,G2123,Matthew 9,789
οἶκόν,house,N-AMS,G3624,Matthew 9,790
τοιαύτην,such,DPro-AFS,G5108,Matthew 9,791
παράγων,passing on,V-PPA-NMS,G3855,Matthew 9,792
τελώνιον,tax booth,N-ANS,G5058,Matthew 9,793
Μαθθαῖον,Matthew,N-AMS,G3156,Matthew 9,794
ἀναστὰς,having arisen,V-APA-NMS,G450,Matthew 9,795
ἀνακειμένου,reclining,V-PPM/P-GMS,G345,Matthew 9,796
ἁμαρτωλοὶ,sinners,Adj-NMP,G268,Matthew 9,797
συνανέκειντο,were reclining with,V-IIM/P-3P,G4873,Matthew 9,798
ἐσθίει,eats,V-PIA-3S,G2068,Matthew 9,799
ἰατροῦ,of a physician,N-GMS,G2395,Matthew 9,800
μάθετε,learn,V-AMA-2P,G3129,Matthew 9,801
Ἔλεος,Mercy,N-ANS,G1656,Matthew 9,802
θυσίαν,sacrifice,N-AFS,G2378,Matthew 9,803
νυμφῶνος,bridechamber,N-GMS,G3567,Matthew 9,804
νυμφίος,bridegroom,N-NMS,G3566,Matthew 9,805
ἀπαρθῇ,shall have been taken away,V-ASP-3S,G522,Matthew 9,806
ἐπιβάλλει,puts,V-PIA-3S,G1911,Matthew 9,807
ἐπίβλημα,a patch,N-ANS,G1915,Matthew 9,808
ῥάκους,of cloth,N-GNS,G4470,Matthew 9,809
ἀγνάφου,unshrunk,Adj-GNS,G46,Matthew 9,810
παλαιῷ,old,Adj-DNS,G3820,Matthew 9,811
πλήρωμα,patch,N-ANS,G4138,Matthew 9,812
χεῖρον,a worse,Adj-NNS-C,G5501,Matthew 9,813
σχίσμα,tear,N-NNS,G4978,Matthew 9,814
οἶνον,wine,N-AMS,G3631,Matthew 9,815
νέον,new,Adj-AMS,G3501,Matthew 9,816
ἀσκοὺς,wineskins,N-AMP,G779,Matthew 9,817
ἐκχεῖται,is poured out,V-PIM/P-3S,G1632,Matthew 9,818
καινούς,new,Adj-AMP,G2537,Matthew 9,819
ἀμφότεροι,both,Adj-NMP,G297,Matthew 9,820
συντηροῦνται,are preserved,V-PIM/P-3P,G4933,Matthew 9,821
λαλοῦντος,speaking,V-PPA-GMS,G2980,Matthew 9,822
ἄρχων,a ruler,N-NMS,G758,Matthew 9,823
θυγάτηρ,daughter,N-NFS,G2364,Matthew 9,824
ἐπίθες,lay,V-AMA-2S,G2007,Matthew 9,825
αἱμορροοῦσα,having had a flux of blood,V-PPA-NFS,G131,Matthew 9,826
δώδεκα,twelve,Adj-ANP,G1427,Matthew 9,827
ἔτη,years,N-ANP,G2094,Matthew 9,828
ὄπισθεν,behind Him,Adv,G3693,Matthew 9,829
κρασπέδου,fringe,N-GNS,G2899,Matthew 9,830
αὐλητὰς,flute players,N-AMP,G834,Matthew 9,831
θορυβούμενον,making a commotion,V-PPM/P-AMS,G2350,Matthew 9,832
κοράσιον,girl,N-NNS,G2877,Matthew 9,833
κατεγέλων,they began to laugh at,V-IIA-3P,G2606,Matthew 9,834
ἐκράτησεν,He took hold of,V-AIA-3S,G2902,Matthew 9,835
φήμη,report,N-NFS,G5345,Matthew 9,836
τυφλοὶ,blind men,Adj-NMP,G5185,Matthew 9,837
ἐνεβριμήθη,strictly instructed,V-AIP-3S,G1690,Matthew 9,838
διεφήμισαν,they make known,V-AIA-3P,G1310,Matthew 9,839
κωφὸν,mute,Adj-AMS,G2974,Matthew 9,840
κώμας,villages,N-AFP,G2968,Matthew 9,841
ἐσπλαγχνίσθη,He was moved with compassion,V-AIP-3S,G4697,Matthew 9,842
ἐσκυλμένοι,wearied,V-RPM/P-NMP,G4660,Matthew 9,843
ἐρριμμένοι,cast away,V-RPM/P-NMP,G4496,Matthew 9,844
